id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
56971,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual,HM Women Black & White Heels
48077,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,French Connection Men Red T-shirt
51966,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Summer,2017,Casual,Inaya Women Blue Nightdress
52519,Women,Apparel,Loungewear and Nightwear,Baby Dolls,White,Winter,2015,Casual,Red Rose White Nightdress
56985,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,HM Women Brown Wedges
58023,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual,Rreverie Silver Earrings
58211,Women,Apparel,Bottomwear,Patiala,Red,Fall,2012,Ethnic,Shree Women Red Printed Patiala
57259,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Murcia Women Black Handbag
48083,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,French Connection Women Blue Dress
51992,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2017,Casual,Inaya Women Black Lounge Pants
31877,Women,Apparel,Saree,Sarees,Green,Summer,2012,Ethnic,Fabindia Women Green Printed Kota Cotton Saree
58675,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,ALayna Women Multi Coloured Kurta
54884,Women,Accessories,Jewellery,Necklace and Chains,Red,Fall,2012,Casual,Ivory Tag Women Tangerine Coral Red and Orange Necklace
47000,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012,Ethnic,Shree Women Pink Printed Kurta
45757,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Folklore Women Red Kurta
47656,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Femella Women Black Printed Dress
57266,Women,Accessories,Bags,Handbags,Maroon,Summer,2012,Casual,Murcia Women Maroon Handbag
57054,Women,Apparel,Dress,Dresses,Yellow,Summer,2012,Casual,Elle Yellow Vintage Shift Dress
9995,Women,Apparel,Bottomwear,Skirts,Pink,Summer,2011,Casual,Gini And Jony Girls Su Scotia Sko Pink Skirts
58672,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012,Ethnic,ALayna Women Navy Blue Kurta
54883,Women,Accessories,Jewellery,Necklace and Chains,Cream,Fall,2012,Casual,Ivory Tag Women Sparkling Terra Cream Necklace
58216,Women,Apparel,Bottomwear,Patiala,Multi,Fall,2012,Ethnic,Shree Women Multi Coloured Patiala
48084,Women,Apparel,Dress,Dresses,Red,Summer,2012,Casual,French Connection Women Red Dress
56982,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,HM Women Black Sandals
58024,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012,Casual,Rreverie Golden & Turquoise Blue Earrings
38307,Men,Accessories,Scarves,Scarves,Red,Summer,2012,Casual,Reid & Taylor Men Red & Black Scarf
48070,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012,Casual,French Connection Men Off White T-shirt
51961,Women,Accessories,Bags,Laptop Bag,Purple,Summer,2012,Casual,Yelloe Women Purple Laptop Bag
56976,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,HM Women Black Sandals
58686,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012,Ethnic,ALayna Women Blue Kurta
48414,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,French Connection Men Navy Blue Printed T-shirt
54877,Women,Accessories,Jewellery,Necklace and Chains,Multi,Summer,2013,Casual,Ivory Tag Women Golden Tangerine Multicoloured Necklace
39810,Men,Apparel,Bottomwear,Trousers,Brown,Spring,2013,Formal,Peter England Men Brown Formal Trousers
58827,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,FCUK Men Black Dial Watch FC1030BGN
33516,Women,Footwear,Shoes,Heels,Cream,Summer,2016,Casual,Cobblerz Women Cream-Coloured Peep Toes
57053,Women,Apparel,Dress,Dresses,Pink,Summer,2012,Casual,Elle Pink Vintage Dress
48887,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual,Lucera Women Silver Pendant
44676,Women,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Wills Lifestyle Women White Shirt
57261,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Murcia Women Brown Handbag
41794,Women,Apparel,Topwear,Tunics,Black,Summer,2012,Casual,Remanika Women Black Tunic
47651,Women,Apparel,Dress,Dresses,Grey,Summer,2012,Casual,Femella Women Grey Lace Dress
56949,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,HM Women Black Sandals
38936,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Gini and Jony Boys Blue Shorts
5797,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,ADIDAS Men's Bam Blue T-shirt
54410,Women,Accessories,Wallets,Wallets,Pink,Summer,2012,Casual,Baggit Women Pink Wallet
47007,Women,Apparel,Topwear,Kurtis,Multi,Summer,2012,Ethnic,Shree Women Multicoloured Kurti
57268,Men,Apparel,Topwear,Tshirts,Teal,Summer,2012,Casual,The Amazing Spiderman Men Teal Printed T-shirt
58012,Women,Apparel,Topwear,Tops,Green,Fall,2012,Casual,Latin Quarters Women Green Top
43802,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012,Ethnic,Royal Diadem Green Earrings
59550,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual,Lucera Silver Earrings
47658,Women,Apparel,Bottomwear,Skirts,Purple,Summer,2012,Casual,Femella Women Purple & Black Skirt
48422,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,French Connection Men White Printed T-shirt
59762,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Rocia Women Brown Flats
56940,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,HM Women Brown Flats
52517,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Black,Winter,2015,Casual,Red Rose Black Nightdress
57065,Women,Apparel,Topwear,Tops,Grey,Summer,2012,Casual,Elle Women Grey Vintage Top
9950,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011,Sports,ADIDAS Men M Rsp Black Shorts
57091,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012,Casual,Elle Women Black Skirt
48079,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,French Connection Men Green T-shirt
48845,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual,Lucera Women Silver Pendant
47031,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,Shree Women Brown & Mustard Kurta
56715,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Folklore Women White & Blue Printed Kurta
47667,Women,Accessories,Scarves,Scarves,Green,Summer,2012,Casual,Femella Women Green & Red Printed Scarf
52187,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual,Lencia Sterling Silver Earrings
5799,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,ADIDAS Men's Bubble Green T-shirt
56947,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,HM Women Golden Heels
47009,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,Shree Women Brown Kurta
9702,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011,Formal,Hush Puppies Men Chevelle Brown Formal Shoes
59765,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016,Casual,Estelle Women Gold Earrings
58015,Women,Apparel,Topwear,Tops,White,Fall,2012,Casual,Latin Quarters Women Pink Printed Top
58829,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,FCUK Women Silver-Toned Dial Watch FC1020SWN
47660,Women,Apparel,Topwear,Tunics,White,Summer,2012,Casual,Femella Women White Printed Tunic
54879,Women,Accessories,Jewellery,Necklace and Chains,Blue,Fall,2012,Casual,Ivory Tag Women Petal Sheen Multocolour Necklace
38309,Men,Accessories,Scarves,Scarves,Black,Summer,2012,Casual,Reid & Taylor Men Black Scarf
47036,Women,Apparel,Topwear,Kurtas,Green,Fall,2012,Ethnic,Shree Women Green & White Printed Kurta
56978,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,HM Women Black Sandals
57096,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012,Casual,Elle Women Blue Chambray Capris
59930,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Diva Women Multi Coloured Kurta
50849,Women,Accessories,Stoles,Stoles,Blue,Summer,2012,Casual,Fabindia Women Blue Stole
57062,Women,Apparel,Topwear,Jackets,Blue,Summer,2012,Casual,Elle Women Blue Jacket
50640,Men,Apparel,Innerwear,Innerwear Vests,Charcoal,Summer,2016,Casual,Chromozome Men Charcoal Innerwear Vest
34305,Women,Accessories,Stoles,Stoles,Cream,Summer,2012,Ethnic,Fabindia Women Buta Cream Silk Stole
52117,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Myntra Women Blue Printed Top
52325,Women,Accessories,Jewellery,Bangle,Orange,Winter,2016,Casual,ToniQ Women Orange Bangle
43859,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012,Casual,Royal Diadem Golden Earrings
57001,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,HM Women Black Sandals
47055,Women,Apparel,Bottomwear,Salwar,Brown,Summer,2012,Ethnic,Shree Women Brown Jodhpuri Salwar
48821,Women,Accessories,Jewellery,Pendant,Gold,Fall,2012,Casual,Lucera Women Gold Pendant and Chain
9108,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Women Axis XT Black Sports Shoes
48479,Women,Apparel,Dress,Dresses,Black,Winter,2011,Party,French Connection Women Black Dress
58076,Women,Accessories,Jewellery,Earrings,Multi,Fall,2012,Casual,Rreverie Multi Coloured Earrings
59998,Women,Footwear,Shoes,Heels,Multi,Winter,2015,Casual,Catwalk Women Multi Coloured Heels
52914,Women,Apparel,Saree,Sarees,Red,Summer,2012,Ethnic,FNF Printed Red Sari
4842,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Sher Singh Women India White Polo T-shirt
59534,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual,Lucera Silver Earrings
38503,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Gini and Jony Girls Woven Blue Shorts
8481,Women,Apparel,Dress,Dresses,Peach,Fall,2011,Casual,Forever New Women Peach Dress
56924,Women,Footwear,Shoes,Heels,Yellow,Winter,2012,Casual,HM Women Yellow Flats
30904,Women,Apparel,Bottomwear,Salwar,Mustard,Summer,2012,Ethnic,Fabindia Women Mustard Salwar
35016,Women,Accessories,Stoles,Stoles,Red,Summer,2012,Casual,Fabindia Women Cream Printed Stole
47052,Women,Apparel,Bottomwear,Salwar,Multi,Summer,2012,Ethnic,Shree Women Multi Colored Jodhpuri Salwar
52574,Women,Accessories,Bags,Clutches,Beige,Summer,2012,Casual,Mod'acc Women Beige Clutch
41163,Women,Apparel,Bottomwear,Trousers,Khaki,Summer,2012,Casual,Allen Solly Woman Khaki Trousers
49900,Unisex,Accessories,Watches,Watches,White,Winter,2016,Casual,Q&Q Kids Unisex White Dial Watch
52322,Women,Accessories,Jewellery,Bangle,Black,Winter,2016,Casual,ToniQ Women Gold & Black Bangle
52110,Women,Apparel,Topwear,Kurtas,Sea Green,Summer,2012,Ethnic,Myntra Women Sea Green Printed Kurta
30903,Women,Apparel,Bottomwear,Salwar,White,Summer,2012,Ethnic,Fabindia Women White Salwar
56923,Women,Footwear,Shoes,Heels,Orange,Winter,2012,Casual,HM Women Orange Flats
58085,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual,Rreverie Silver & Blue Earrings
59533,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual,Lucera Silver Earrings
38504,Girls,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012,Casual,Gini and Jony Girls Navy Blue Skirts
8486,Women,Apparel,Dress,Dresses,Blue,Fall,2011,Casual,Forever New Women Butterbean Blue Dress
48441,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,French Connection Men White Printed T-shirt
4845,Women,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Sher Singh Women's Red Polo T-shirt
52913,Women,Apparel,Saree,Sarees,Multi,Fall,2012,Ethnic,FNF Women Multi Coloured Sari
8472,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers For Her Women Wow Woven Navy Blue Tops
50678,Men,Apparel,Innerwear,Trunk,Navy Blue,Summer,2016,Casual,Chromozome Men Navy Blue Trunks
9792,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Spykar Men Ranger With Red Stitch Line White Shirts
51598,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,2012,Casual,Wrangler Women Blue Jeggings
43861,Women,Accessories,Jewellery,Earrings,Maroon,Summer,2012,Casual,Royal Diadem Maroon Earrings
58071,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual,Rreverie Silver & White Earrings
57039,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Elle Women Black Dress
51333,Men,Apparel,Topwear,Jackets,Beige,Summer,2015,Casual,Wildcraft Men Beige Wind Cheater Jackets
47064,Women,Apparel,Bottomwear,Patiala,Orange,Summer,2012,Ethnic,Shree Women Orange & Red Patiala
56324,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Women White Dial Watch
48448,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,French Connection Men Purple T-shirt
35020,Women,Accessories,Stoles,Stoles,Blue,Summer,2012,Casual,Fabindia Women Blue Stole
47632,Women,Footwear,Shoes,Casual Shoes,Red,Spring,2013,Casual,Carlton London Women Red Shoes
50671,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Charcoal,Fall,2016,Sports,Chromozome Men Charcoal Melange Ranger Lounge Pants S-5429
58078,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual,Rreverie Silver Earrings
59996,Women,Apparel,Dress,Dresses,Purple,Summer,2014,Casual,Avirate Black & Purple Dress
50027,Women,Apparel,Bottomwear,Leggings,Brown,Winter,2015,Casual,Hanes Women Brown ComfortSoft Waistband Cotton Stretch Full Leggings
57202,Women,Apparel,Topwear,Tunics,Blue,Summer,2012,Casual,Elle Women Blue Tunic
53803,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Puma Men Red T-shirt
48477,Women,Apparel,Dress,Dresses,Cream,Winter,2011,Casual,French Connection Women Cream Dress
8682,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Fastrack Men Sunglasses M102BR1
30935,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012,Ethnic,Fabindia Women Blue Printed Kurti
56915,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,HM Women Golden Heels
58275,Women,Accessories,Bags,Handbags,Pink,Summer,2012,Casual,Baggit Women Pink Sling Bag
50018,Women,Apparel,Bottomwear,Leggings,Black,Winter,2015,Casual,Hanes Women Black Comfortsoft Waistband Cotton - Stretch Lace Capri Leggings
52119,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012,Casual,Myntra Women Navy Blue Printed Top
48483,Women,Apparel,Dress,Dresses,Blue,Winter,2011,Casual,French Connection Women Blue Dress
43857,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012,Ethnic,Royal Diadem Earrings
43437,Women,Apparel,Apparel Set,Kurta Sets,Pink,Summer,2012,Ethnic,Global Desi Women Pink & Orange Printed Anarkali Churidar Kurta with Duptatta
50020,Women,Apparel,Bottomwear,Leggings,Navy Blue,Winter,2015,Casual,Hanes Women Navy Cotton Stretch Leggings
57205,Women,Apparel,Bottomwear,Capris,White,Fall,2012,Casual,Kraus Jeans Women White Capris
5707,Men,Footwear,Shoes,Casual Shoes,Green,Winter,2015,Casual,Skechers Men's Shaver-Towing Charcoal Shoe
57037,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,Elle Women Blue Dress
41152,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012,Casual,Allen Solly Woman Grey Skirt
50676,Men,Apparel,Innerwear,Trunk,Grey Melange,Summer,2016,Casual,Chromozome Men Grey Melange Trunks
51596,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual,Wrangler Women Black Molly Jeans
8488,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual,Forever New Women Slate Grey Tops
47635,Women,Footwear,Shoes,Heels,Pink,Spring,2013,Casual,Carlton London Women Pink Peep Toes
45350,Women,Footwear,Shoes,Heels,Black,Summer,2016,Casual,Cobblerz Women Black Sandals
42511,Women,Apparel,Topwear,Kurtis,Red,Summer,2012,Ethnic,Mother Earth Women Red Kurti
47063,Women,Apparel,Bottomwear,Patiala,Multi,Fall,2012,Ethnic,Shree Women Multi Colored Patiala
56323,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Women White Dial Watch
55794,Women,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,2017,Casual,SDL by Sweet Dreams Women Grey & Black Printed Night Suit 319171
48484,Women,Apparel,Dress,Dresses,Blue,Winter,2011,Casual,French Connection Women Blue Dress
50649,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Grey,Summer,2018,Casual,Chromozome Men Grey Lounge Pants S-4801
58272,Women,Accessories,Bags,Handbags,Red,Fall,2012,Casual,Baggit Women Red Sling Bag
56912,Women,Footwear,Shoes,Heels,Red,Winter,2012,Casual,HM Women Red Flats
4874,Men,Apparel,Topwear,Tshirts,Red,Summer,2016,Casual,Levis Kids Boy's Davis Red Polo Tshirt
48470,Women,Apparel,Dress,Dresses,Teal,Summer,2012,Casual,French Connection Teal Dress
54813,Women,Accessories,Bags,Handbags,Brown,Summer,2010,Casual,Ivory Tag Brown Fur Handbag
35018,Women,Accessories,Stoles,Stoles,Navy Blue,Summer,2012,Ethnic,Fabindia Women Chanderi Navy Blue Stole
34956,Women,Apparel,Saree,Sarees,Beige,Summer,2012,Ethnic,Fabindia Beige Jaipur Print Cotton Sari
48888,Women,Accessories,Jewellery,Pendant,Silver,Summer,2015,Casual,Lucera Women Silver Pendant
58828,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,FCUK Women Silver-Toned Dial Watch FC1024SWN
58014,Women,Apparel,Topwear,Tops,Grey,Fall,2012,Casual,Latin Quarters Women Dark Grey Top
47008,Women,Apparel,Topwear,Kurtas,White,Fall,2012,Ethnic,Shree Women White & Purple Kurta
5798,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,ADIDAS Men's Prt White T-shirt
56946,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,HM Women Golden Heels
9531,Men,Apparel,Topwear,Jackets,Purple,Fall,2011,Sports,Nike Men Summerized Wind Runner White Jackets
9703,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2015,Formal,Hush Puppies Men GT Brown Formal Shoes
59764,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Rocia Women Brown Wedges
57063,Women,Apparel,Topwear,Jackets,White,Summer,2012,Casual,Elle Women White Jacket
44646,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012,Formal,Arrow Woman Black Skirt
34969,Women,Accessories,Stoles,Stoles,Multi,Summer,2012,Ethnic,Fabindia Women Printed Multi Coloured Chanderi Stole
56713,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Folklore Women Red Kurta
58689,Women,Apparel,Topwear,Kurtas,Purple,Fall,2012,Ethnic,Alayna Women Purple Kurta
54878,Women,Accessories,Jewellery,Necklace and Chains,White,Fall,2012,Casual,Ivory Tag Women Earthy Crust White Necklace
47661,Women,Apparel,Dress,Dresses,White,Summer,2012,Casual,Femella Women White Heart Print Dress
57097,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012,Casual,Elle Women Blue Capris
59931,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Diva Women White Kurta
56979,Women,Footwear,Shoes,Flats,Blue,Winter,2012,Casual,HM Women Blue Sandals
38308,Men,Accessories,Scarves,Scarves,Blue,Summer,2012,Casual,Reid & Taylor Men Blue Scarf
48843,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012,Casual,Lucera Women Silver Pendant
47037,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Shree Women Green & Red Embroidered Kurta
48423,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,French Connection Men White Printed T-shirt
59763,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Wedges
59551,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual,Lucera Silver Earrings
47659,Women,Apparel,Topwear,Tunics,Black,Summer,2012,Casual,Femella Women Black Tunic
56941,Women,Footwear,Shoes,Heels,Purple,Winter,2012,Casual,HM Women Purple Flats
58013,Women,Apparel,Topwear,Tops,Blue,Fall,2012,Casual,Latin Quarters Women Blue Printed Top
43803,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012,Casual,Royal Diadem Gold & Black Earrings
47030,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012,Ethnic,Shree Women Blue Printed Kurta
48844,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual,Lucera Women Silver Pendant
48078,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,French Connection Men Blue T-shirt
57090,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012,Casual,Elle Women Navy Blue Skirt
47666,Women,Accessories,Scarves,Scarves,Pink,Summer,2012,Casual,Femella Women Coral & Cream Scarf
52186,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual,Lencia Sterling Silver Earrings
56714,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Folklore Women Pink & Green Printed Kurta
46740,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Timex Men Grey Dial Watch T2E561
57256,Women,Accessories,Bags,Handbags,Pink,Summer,2012,Casual,Murcia Women Pink Handbag
57064,Women,Apparel,Topwear,Jackets,Black,Summer,2012,Casual,Elle Women Black Jacket
57099,Women,Apparel,Bottomwear,Capris,Purple,Summer,2012,Casual,Elle Women Purple Capris
56977,Women,Footwear,Shoes,Heels,White,Winter,2012,Casual,HM Women White Sandals
38306,Men,Accessories,Scarves,Scarves,Brown,Summer,2012,Casual,Reid & Taylor Men Brown Scarf
48071,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,French Connection Men Grey T-shirt
58687,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,ALayna Women Printed White Kurta
54876,Women,Accessories,Jewellery,Necklace and Chains,Green,Fall,2012,Casual,Ivory Tag Women Green Droplets Necklace
48415,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,French Connection Men Grey T-shirt
58673,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,ALayna Women Printed White Kurta
35089,Women,Accessories,Scarves,Scarves,Multi,Summer,2012,Casual,Allen Solly Woman Multi Coloured Scarf
54882,Women,Accessories,Jewellery,Necklace and Chains,Red,Fall,2012,Casual,Ivory Tag Women Metal Charmed Turquoise Blue and Red Necklace
43835,Women,Accessories,Jewellery,Earrings,Maroon,Summer,2012,Casual,Royal Diadem Maroon Earrings
56983,Women,Footwear,Shoes,Flats,Blue,Winter,2012,Casual,HM Women Blue Sandals
48085,Women,Apparel,Dress,Dresses,Purple,Summer,2012,Casual,French Connection Women Purple Dress
47650,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Femella Women Black Lace Dress
54849,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,2012,Casual,Ivory Tag Women Ethereal Brown Necklace
41795,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Remanika Women Red Printed Top
45335,Women,Footwear,Shoes,Heels,Beige,Summer,2016,Casual,Cobblerz Women Beige & Green Sandals
47006,Women,Apparel,Topwear,Kurtis,Multi,Summer,2012,Ethnic,Shree Women Multi Coloured Kurti
54411,Women,Accessories,Wallets,Wallets,Silver,Summer,2012,Casual,Baggit Women Silver Wallet
45751,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012,Ethnic,Folklore Women Magenta Kurta
56948,Women,Footwear,Shoes,Heels,Grey,Winter,2012,Casual,HM Women Grey Heels
5796,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,ADIDAS Men's Prt Green T-shirt
48886,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual,Lucera Women Silver Pendant with Chain
44677,Women,Apparel,Topwear,Tunics,White,Summer,2012,Casual,Wills Lifestyle Women Orange Printed Tunic
57052,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,Elle Women Blue Dress
33517,Women,Footwear,Shoes,Heels,Black,Summer,2016,Casual,Cobblerz Women Black Peep Toes
39811,Men,Apparel,Bottomwear,Trousers,Navy Blue,Spring,2013,Formal,Peter England Men Navy Blue Formal Trousers
57258,Women,Accessories,Bags,Handbags,Orange,Summer,2012,Casual,Murcia Women Orange Handbag
58210,Women,Apparel,Bottomwear,Patiala,Black,Fall,2012,Ethnic,Shree Women Black Printed Patiala
31876,Women,Apparel,Saree,Sarees,Blue,Summer,2012,Ethnic,Fabindia Women Blue Printed Kota Cotton Saree
48082,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,French Connection Men White T-shirt
51993,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Pink,Summer,2017,Casual,Inaya Women Pink Lounge Shorts
56984,Women,Footwear,Shoes,Flats,Pink,Winter,2012,Casual,HM Women Pink Sandals
52518,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Red,Winter,2015,Casual,Red Rose Red Nightdress
58022,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual,Rreverie Silver Earrings
58674,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,ALayna Women Pink Kurta
54885,Women,Accessories,Jewellery,Necklace and Chains,Blue,Fall,2012,Casual,Ivory Tag Women Mesh Cluster Turquoise Blue and Cream Necklace
47668,Women,Accessories,Scarves,Scarves,Blue,Summer,2012,Casual,Femella Women Blue & White Scarf
58680,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012,Ethnic,Alayna Women Pink Kurta
54871,Women,Accessories,Jewellery,Necklace and Chains,Red,Fall,2012,Casual,Ivory Tag Women Tangled Coral Red Necklace
48412,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,French Connection Men White T-shirt
48076,Men,Apparel,Topwear,Tshirts,Brown,Summer,2012,Casual,French Connection Men Brown T-shirt
56970,Women,Footwear,Shoes,Heels,Multi,Winter,2012,Casual,HM Women Multi Coloured Flats
58821,Men,Accessories,Watches,Watches,Brown,Winter,2016,Casual,FCUK Men Brown Dial Watch FC1079STGN
57055,Women,Apparel,Dress,Dresses,Brown,Summer,2012,Casual,Elle Women Brown Dress
9994,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2011,Casual,Gini And Jony Girls Ac Arnia Skt Blue Skirts
44670,Women,Apparel,Topwear,Shirts,White,Summer,2012,Smart Casual,Wills Lifestyle Women Eliza White Shirt
47657,Women,Apparel,Bottomwear,Skirts,Cream,Summer,2012,Casual,Femella Women Grey Printed Skirt
59049,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Carlton London Women Black Heels
54564,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic,Sushilas Women Printed Maroon Kurta
52693,Women,Accessories,Watches,Watches,Gold,Winter,2016,Casual,Just Cavalli Women Gold Watch
52455,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Winter,2015,Casual,Red Rose White Printed Nightdress
59881,Women,Apparel,Bottomwear,Stockings,Black,Fall,2012,Casual,Femella Women Black Stockings
